Name,Lenght,Peregib,Leaf_and_Root,line_kust,line_kust_value,max_kust,width_rectangle,height_rectangle,bio_mass,Path
453-4-1,1081.193000900066,8,39,8.0,18.5,40,528,941,92739,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-4-1.jpg
454-26-4,1358.567675943151,5,39,7.0,15.5,54,720,1146,117758,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-26-4.jpg
454-19,1438.1656556895978,9,44,11.0,19.5,121,1159,582,91148,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-19.jpg
449-1-3,1380.9129137347136,12,37,5.0,17.5,59,938,1078,87804,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/449-1-3.jpg
991-3-4,1222.4701294725908,3,15,3.0,10.0,36,523,1148,50784,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-3-4.jpg
454-21-2,1277.8347032479107,1,5,1.0,6.5,15,735,1079,18681,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-21-2.jpg
453-2-4,1487.8641404994332,10,39,3.0,19.0,40,922,1046,78375,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-2-4.jpg
452-2-3,1339.5239533417534,2,14,3.0,9.0,20,412,1233,64115,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-2-3.jpg
451-6-1,789.671139599367,9,24,9.0,26.0,82,861,552,91700,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-6-1.jpg
449-1,907.2489168102834,9,52,8.0,18.5,52,782,756,93061,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/449-1.jpg
991-4-2,1248.4112549695446,8,30,6.0,20.0,55,899,1020,100422,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-4-2.jpg
452-2-1,1313.771644662755,3,20,3.0,10.0,23,377,1237,61818,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-2-1.jpg
991-6-2,1368.2813126546343,3,21,4.0,7.5,18,420,1254,80078,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-6-2.jpg
447-2-3,1083.1534623807781,1,35,3.0,8.0,21,624,890,42777,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/447-2-3.jpg
452-1-3,1166.5504320004488,4,32,5.0,14.0,74,928,1016,81286,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-1-3.jpg
991-1-2,1504.3717164502568,8,36,4.0,14.0,65,666,1254,91283,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-1-2.jpg
446-2-1,1742.2976900455642,10,46,5.0,20.5,71,1287,1312,119227,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/446-2-1.jpg
452-3-3,1403.4082963767169,4,42,5.0,17.5,56,1028,1108,91072,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-3-3.jpg
453-3-3,844.8082245892152,8,25,10.0,15.0,36,558,358,55108,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-3-3.jpg
991-2-4,1637.8002153625055,3,45,7.0,18.5,47,1047,1118,116027,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-2-4.jpg
446-2,1674.925107043534,7,78,7.0,21.5,69,1213,1216,122347,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/446-2.jpg
454-32-3,739.7422074112325,4,16,2.0,8.0,20,340,611,23766,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-32-3.jpg
454-19-4,1244.0458146424523,5,36,5.0,15.5,63,655,1083,85266,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-19-4.jpg
446-2-2,1406.790980646513,13,39,5.0,21.0,90,1086,1366,135174,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/446-2-2.jpg
453-4-4,1293.9402589451818,5,39,7.0,17.0,42,690,1063,93148,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-4-4.jpg
452-3-2,1538.302740679447,2,14,4.0,14.5,68,1076,967,76600,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-3-2.jpg
454-30-4,763.0996385116147,5,46,5.0,18.0,43,477,489,40871,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-30-4.jpg
452-4-3,1069.295598004509,5,20,5.0,15.5,79,543,787,53343,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-4-3.jpg
991-6-3,1249.582827844799,3,33,5.0,15.0,60,707,1197,90630,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-6-3.jpg
451-5,1495.5483399593936,4,16,4.0,15.5,40,609,1357,74553,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-5.jpg
452-1,990.8599564173235,9,57,5.0,16.0,42,1087,1076,69626,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-1.jpg
454-33-4,1102.891485709901,3,23,4.0,13.5,40,590,935,52078,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-33-4.jpg
452-3-1,1604.9453095790634,3,21,3.0,14.5,53,658,1379,85013,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-3-1.jpg
454-20,816.8792924010811,4,45,4.0,15.0,86,1307,359,26323,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-20.jpg
991-2-2,1607.2560594852214,4,30,8.0,17.5,54,1276,1030,120739,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-2-2.jpg
452-2,1314.600071787501,3,15,3.0,9.5,27,385,1235,61286,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-2.jpg
991-3-3,1485.7829714198028,3,18,4.0,10.5,25,978,1073,58914,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-3-3.jpg
454-22,1673.4133470105996,5,42,7.0,20.5,84,917,1247,122896,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-22.jpg
991-3-1,1511.2043276571137,3,26,3.0,11.5,34,993,1184,56411,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-3-1.jpg
454-33-2,1188.1341263970203,4,20,4.0,14.0,52,566,1019,54917,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-33-2.jpg
453-2-1,995.2590180780489,7,37,6.0,15.5,38,793,742,64328,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-2-1.jpg
452-5-3,1068.484414822466,1,13,3.0,8.0,18,709,931,39118,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-5-3.jpg
451-6-3,1044.3645737753195,7,26,6.0,28.5,127,972,664,98402,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-6-3.jpg
451-4-4,1187.0142853498746,3,23,5.0,17.0,46,581,927,70018,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-4-4.jpg
451-6-4,811.1808075912456,9,33,6.0,17.0,43,498,466,57403,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-6-4.jpg
454-19-3,1411.1484117468954,5,51,5.0,14.0,48,769,1141,96864,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-19-3.jpg
454-31-3,1374.467170879763,4,33,3.0,11.5,31,631,1179,52315,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-31-3.jpg
454-23-2,1312.2245301926434,3,34,4.0,13.5,38,1119,937,47303,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-23-2.jpg
454-28-3,1514.7535341682799,7,53,4.0,14.0,74,875,1146,64533,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-28-3.jpg
454-21-4,1356.222438151589,0,4,1.0,8.5,40,530,1245,19893,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-21-4.jpg
452-4-2,1327.0966799187875,5,24,6.0,18.5,46,969,944,76478,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-4-2.jpg
453-3-4,1242.0113267570464,4,47,6.0,16.5,47,927,593,76525,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-3-4.jpg
454-24-1,1318.0508652763347,6,24,6.0,13.5,30,471,1171,92617,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-24-1.jpg
454-23-4,1260.5870119269086,4,24,3.0,12.5,33,1015,1115,46585,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-23-4.jpg
991-1,1428.8691911333156,8,41,4.0,18.0,72,918,1208,97737,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-1.jpg
991-1-3,1443.2905473706262,7,25,3.0,17.5,48,978,1166,96404,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-1-3.jpg
454-32,755.2102448427686,4,14,2.0,9.0,21,598,655,31099,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-32.jpg
454-22-3,1750.5209947489257,3,27,7.0,18.0,49,713,1298,112804,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-22-3.jpg
454-22-1,1663.410388417772,4,27,7.0,18.0,86,917,1247,120869,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-22-1.jpg
454-27-3,993.7148622007647,1,37,5.0,11.5,24,424,567,33484,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-27-3.jpg
991-2-3,1132.4528855298877,6,33,7.0,16.0,34,587,1025,96043,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-2-3.jpg
454-29-4,968.4284989122477,0,12,3.0,8.5,22,596,885,42590,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-29-4.jpg
446-2-3,1692.9271990845884,12,37,7.0,21.0,55,1240,1190,125965,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/446-2-3.jpg
453-2-3,1282.1240251292554,10,31,3.0,16.0,57,638,1064,67720,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-2-3.jpg
454-25-2,607.1320343559655,4,20,5.0,12.5,30,360,378,23048,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-25-2.jpg
451-5-4,1612.5088014401056,6,25,4.0,17.5,68,687,1371,84746,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-5-4.jpg
454-30-2,633.3229432149764,4,28,5.0,15.5,52,451,460,38732,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-30-2.jpg
454-33,1303.6925676241792,8,30,6.0,15.5,64,852,1002,69757,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-33.jpg
453-3-1,928.1513703397227,6,14,9.0,17.5,49,685,506,72173,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-3-1.jpg
454-31-4,1202.3940110268425,2,34,3.0,13.5,32,401,1098,46212,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-31-4.jpg
454-23-1,1240.0823945689128,6,59,4.0,13.0,50,633,1027,48257,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-23-1.jpg
454-31,1075.3696244092023,6,52,3.0,13.0,34,368,949,43974,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-31.jpg
454-20-1,1051.7594513539354,2,15,1.0,8.0,66,537,1001,33071,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-20-1.jpg
451-5-2,1506.6143571373761,8,26,3.0,17.5,49,629,1301,68043,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-5-2.jpg
447-2-4,958.1686142824259,1,14,2.0,7.5,31,459,869,35793,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/447-2-4.jpg
451-6,828.5777772109158,6,44,15.0,23.0,63,760,318,69400,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-6.jpg
991-3,738.2031021678312,3,18,3.0,10.5,70,620,671,34113,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-3.jpg
454-27-2,700.3401871576797,3,23,5.0,13.5,46,530,601,41035,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-27-2.jpg
447-1-4,1663.9575028878837,2,33,5.0,11.0,26,582,1153,86279,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/447-1-4.jpg
991-2,1388.1484117468954,7,42,6.0,17.0,34,776,1185,105015,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-2.jpg
452-1-2,1373.40115370178,6,30,3.0,18.5,62,585,1215,68101,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-1-2.jpg
452-3,1299.6143571373768,4,35,4.0,16.0,107,772,1123,87737,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-3.jpg
454-25,679.3990616607252,4,34,5.0,12.5,30,472,348,23927,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-25.jpg
453-3,999.4011537017802,8,32,4.0,14.5,36,553,604,47041,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-3.jpg
453-4,1190.898628384838,8,48,8.0,18.0,40,526,956,93747,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-4.jpg
454-27-1,936.1341263970204,2,25,4.0,9.0,59,430,599,36988,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-27-1.jpg
454-26-3,1458.8225099390904,5,30,6.0,16.5,68,596,1164,110508,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-26-3.jpg
451-4-2,980.4751801064731,3,27,6.0,14.0,45,583,930,67094,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-4-2.jpg
454-30-1,778.1341263970198,5,13,6.0,19.0,47,622,478,48409,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-30-1.jpg
454-23,1248.5798692519713,7,33,4.0,13.0,37,618,1082,52707,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-23.jpg
991-4-3,1153.6366517139613,6,24,3.0,12.0,29,381,1001,61047,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-4-3.jpg
447-2,933.141269071958,3,39,4.0,11.0,25,689,793,43902,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/447-2.jpg
454-25-3,514.8477631085034,4,24,6.0,12.5,60,405,342,23476,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-25-3.jpg
454-33-3,1200.1950929411207,8,25,6.0,17.5,47,817,972,68285,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-33-3.jpg
454-30,690.5706345359788,4,54,8.0,20.0,54,576,385,45029,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-30.jpg
452-5-4,984.1564209736059,0,14,2.0,5.5,14,288,940,30800,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-5-4.jpg
451-4,1041.825468531918,10,35,5.0,16.0,43,642,915,71354,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-4.jpg
454-27-4,706.9259735953065,2,18,5.0,13.0,61,621,569,40390,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-27-4.jpg
454-29-1,1237.5899705197362,1,10,3.0,9.0,29,502,830,37316,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-29-1.jpg
451-5-3,1588.3666658163747,5,49,4.0,15.5,42,830,1393,76076,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-5-3.jpg
454-21,1246.5340546095188,1,22,1.0,9.5,25,208,1187,22218,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-21.jpg
454-32-4,836.2762620207515,3,20,3.0,11.0,23,632,617,33548,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-32-4.jpg
454-25-4,575.6345596729069,3,55,6.0,13.0,48,418,392,21943,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-25-4.jpg
449-1-2,1493.322943214977,6,42,6.0,18.5,57,1205,1325,115152,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/449-1-2.jpg
452-3-4,1381.2266222336987,3,22,4.0,13.0,47,1069,975,74928,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-3-4.jpg
447-2-1,1083.856997824496,1,14,2.0,9.0,19,555,907,40859,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/447-2-1.jpg
453-4-2,1253.094587877733,5,33,8.0,16.5,44,891,861,91940,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-4-2.jpg
454-31-2,1339.1219330882006,1,16,2.0,12.0,27,511,1239,45819,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-31-2.jpg
452-2-4,1409.1635636485435,0,22,3.0,8.5,17,401,1283,63951,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-2-4.jpg
454-20-4,759.7909806465132,1,6,3.0,6.5,57,459,631,36473,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-20-4.jpg
452-4-1,1297.2144289248783,4,22,4.0,14.5,44,638,999,66760,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-4-1.jpg
447-1-1,1368.205194208886,9,31,4.0,13.5,41,384,1116,78315,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/447-1-1.jpg
454-30-3,722.2102448427681,10,68,6.0,18.5,47,607,457,43914,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-30-3.jpg
991-4,1256.5260453828082,6,76,6.0,18.5,71,749,726,66540,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-4.jpg
991-6-1,1487.6610383316022,0,73,5.0,14.0,46,766,1214,90162,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-6-1.jpg
447-2-2,956.3940110268426,0,15,2.0,7.5,25,431,842,33142,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/447-2-2.jpg
451-4-1,1294.3107499061568,5,19,5.0,17.0,52,632,908,69244,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-4-1.jpg
447-1-3,1415.9797974644694,3,24,4.0,13.5,36,384,1218,86273,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/447-1-3.jpg
454-29-3,947.8893936688462,2,13,2.0,8.0,25,537,890,33005,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-29-3.jpg
453-4-3,901.1269837220829,5,40,8.0,17.5,45,518,797,84870,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-4-3.jpg
447-1-2,1340.0580079512722,6,32,6.0,11.5,25,535,1134,92110,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/447-1-2.jpg
453-3-2,1528.6854249492421,3,14,9.0,16.5,48,926,471,76105,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-3-2.jpg
454-20-2,1543.314933988267,2,5,2.0,8.5,40,1147,830,36684,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-20-2.jpg
454-33-1,1300.44992693706,8,25,6.0,16.5,52,864,992,70214,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-33-1.jpg
446-2-4,1175.6509370638366,11,43,7.0,21.0,72,736,961,105885,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/446-2-4.jpg
447-1,1265.4478348960051,6,28,5.0,16.5,57,410,1114,88765,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/447-1.jpg
452-1-4,1249.597113194674,6,21,6.0,15.0,44,936,798,70341,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-1-4.jpg
991-1-1,1396.0285706997497,8,49,4.0,18.0,51,936,1198,99507,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-1-1.jpg
451-6-2,914.4945160902307,4,16,4.0,15.0,34,573,662,61154,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-6-2.jpg
454-32-2,860.021428024812,4,17,2.0,12.0,37,722,684,31519,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-32-2.jpg
454-19-2,1445.4844148224652,7,31,5.0,16.5,45,620,1251,97869,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-19-2.jpg
454-28-1,1467.0184694319842,6,32,3.0,18.5,69,766,1083,68916,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-28-1.jpg
454-20-3,657.1614716074886,2,6,2.0,9.5,65,566,677,24289,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-20-3.jpg
454-24-3,1216.114790413263,4,32,5.0,12.5,31,436,1133,81673,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-24-3.jpg
454-28-4,1444.3687578574295,9,25,4.0,20.5,59,1068,968,73646,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-28-4.jpg
452-4,1194.6366517139616,7,27,3.0,14.0,41,602,1023,52625,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-4.jpg
454-24-2,1447.0508652763351,4,22,7.0,16.0,47,729,1162,111523,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-24-2.jpg
453-2-2,1161.5605332682135,8,37,4.0,18.5,46,675,978,77189,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-2-2.jpg
454-26,1334.8986283848385,10,56,7.0,19.5,55,597,1118,114872,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-26.jpg
991-3-2,1571.4419177103503,3,21,3.0,11.5,37,1010,1145,51935,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-3-2.jpg
454-25-1,745.5828278447985,3,39,4.0,11.0,35,470,360,22643,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-25-1.jpg
449-1-1,1638.8986283848385,8,49,6.0,15.0,65,943,1316,106950,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/449-1-1.jpg
454-24-4,1386.246824769229,5,30,7.0,16.5,40,675,1191,111561,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-24-4.jpg
454-21-3,1218.3919189857877,0,6,1.0,4.0,8,143,1183,16467,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-21-3.jpg
449-1-4,1433.3717164502566,8,38,7.0,19.0,60,780,1145,109579,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/449-1-4.jpg
454-24,1361.76154339499,8,45,6.0,14.5,39,471,1175,91890,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-24.jpg
452-5,1044.9575028878844,2,22,4.0,8.5,17,629,864,37572,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-5.jpg
452-5-2,988.1341263970207,1,12,3.0,7.5,19,379,829,31960,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-5-2.jpg
454-31-1,1426.5088014401058,4,22,3.0,11.0,27,590,1172,52939,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-31-1.jpg
991-6-4,1256.4406922210676,3,26,4.0,9.0,21,473,1160,80665,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-6-4.jpg
454-26-1,1481.8153672641529,8,35,7.0,15.0,79,617,1243,117535,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-26-1.jpg
991-1-4,1987.4549775709424,7,28,5.0,17.5,66,483,1306,108527,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-1-4.jpg
454-22-4,1773.9818895055237,4,29,6.0,19.5,59,752,1354,124371,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-22-4.jpg
991-6,1540.9057710597756,7,40,5.0,13.0,34,581,1227,85860,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-6.jpg
451-4-3,1125.7544007200527,4,23,4.5,15.0,42,640,957,71784,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-4-3.jpg
991-4-1,1076.4284989122475,6,34,7.0,18.0,41,494,987,87959,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-4-1.jpg
454-19-1,1429.2245301926434,8,31,11.0,20.5,55,1181,552,91478,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-19-1.jpg
451-5-1,1603.6265504461965,5,19,3.0,15.5,41,672,1405,75741,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/451-5-1.jpg
454-29-2,2174.5079348883187,2,13,3.0,7.0,14,599,849,39266,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-29-2.jpg
454-26-2,1485.6021638285563,9,25,7.0,15.0,49,905,1254,119336,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-26-2.jpg
452-4-4,1275.3981951089525,4,50,4.0,15.0,49,989,917,67333,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-4-4.jpg
