Name,Lenght,Peregib,Leaf_and_Root,line_kust,line_kust_value,max_kust,width_rectangle,height_rectangle,bio_mass,Path
454-73-2,193.96551211459402,1,7,1.0,5.0,10,131,150,2680,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-73-2.jpg
446-4-1,556.894444302729,1,19,2.0,6.0,20,361,524,11237,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/446-4-1.jpg
454-76,107.59797974644663,0,35,1.0,7.0,27,480,271,5086,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-76.jpg
454-76-3,322.5929291125641,0,17,3.0,6.5,25,237,293,8454,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-76-3.jpg
454-82-1,313.7350647362948,1,19,2.0,7.5,19,256,251,4303,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-82-1.jpg
454-76-4,275.1543289325509,0,31,2.0,5.0,25,326,277,7761,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-76-4.jpg
454-72-4,556.0020920410545,5,43,2.0,9.5,25,385,423,10090,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-72-4.jpg
454-73-4,227.3797256769672,1,4,1.0,5.5,11,138,179,3087,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-73-4.jpg
454-82-4,350.9655121145943,2,21,2.0,9.0,19,352,252,5262,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-82-4.jpg
454-78-1,451.6000717875017,2,38,6.0,9.0,21,315,387,19849,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-78-1.jpg
454-81-3,151.0121933088198,0,19,2.0,6.0,13,253,254,3483,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-81-3.jpg
454-76-1,349.0071426749373,1,41,2.0,6.0,27,480,271,7917,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-76-1.jpg
454-76-2,281.18376618407376,0,30,2.0,7.0,22,331,290,7917,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-76-2.jpg
991-12-1,563.0731598529204,2,88,4.0,8.5,50,514,387,13329,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/991-12-1.jpg
991-12-2,437.19090885901085,1,14,3.0,7.0,15,200,388,11246,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/991-12-2.jpg
451-15-4,679.7077195258273,2,24,4.0,8.0,24,447,546,22172,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/451-15-4.jpg
454-84-4,596.1320343559655,5,16,5.0,12.0,68,564,545,26024,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-84-4.jpg
454-78-2,429.33304448274185,1,44,6.0,9.5,27,386,396,19942,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-78-2.jpg
454-72-3,565.3696244092024,1,34,2.0,8.5,28,306,453,11124,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-72-3.jpg
454-80-4,508.1736649163085,1,36,6.0,11.5,41,343,414,23653,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-80-4.jpg
451-17,844.3107499061567,4,55,7.0,14.0,33,429,520,41684,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/451-17.jpg
454-79-1,609.8843430349636,1,42,6.0,11.5,29,399,542,32853,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-79-1.jpg
454-75,254.71067811865495,0,22,2.0,5.5,34,293,254,5070,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-75.jpg
446-4-4,578.6761902332497,1,24,2.0,5.5,22,272,545,11688,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/446-4-4.jpg
454-81,162.7228714274746,0,4,2.0,5.0,13,232,164,2326,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-81.jpg
454-78,451.6000717875017,2,25,6.0,9.5,23,417,387,20243,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-78.jpg
454-80-1,567.4528855298878,2,30,5.0,14.0,40,439,411,26570,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-80-1.jpg
454-68-1,680.4629867976532,4,37,3.0,11.0,22,450,634,26440,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-68-1.jpg
451-16-2,514.4335495461299,2,14,4.0,6.5,21,264,476,19681,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/451-16-2.jpg
454-87,203.46803743153566,1,36,1.0,3.5,33,194,202,2786,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-87.jpg
451-19-3,262.95331880577424,1,59,2.0,9.5,20,269,255,8064,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/451-19-3.jpg
451-16,517.0782104868024,1,15,3.0,7.0,21,467,499,19644,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/451-16.jpg
454-85-3,180.48023074035552,0,9,1.0,4.5,16,575,161,2293,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-85-3.jpg
451-18-3,196.18376618407368,0,19,2.0,4.5,19,206,213,3850,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/451-18-3.jpg
454-77-3,415.1492782986684,5,20,5.0,9.0,31,264,238,10873,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-77-3.jpg
454-81-4,152.87005768508882,1,4,3.0,3.0,5,201,162,3162,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-81-4.jpg
454-78-3,447.9015869776665,1,17,5.0,8.0,17,299,386,18637,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/454-78-3.jpg
453-8-3,871.0681092190375,3,27,3.0,11.0,29,554,652,25498,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/453-8-3.jpg
451-18-2,266.9066376115487,0,7,2.0,3.0,18,218,229,3929,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/451-18-2.jpg
446-6-1,243.09545442950537,0,13,2.0,5.0,12,200,163,2198,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/446-6-1.jpg
991-13-3,892.1198410471453,3,74,6.0,16.0,43,538,817,51791,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/6/2020_11_03/991-13-3.jpg
453-6-3,1698.7636354360445,9,25,7.0,18.5,38,1070,1037,98321,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/453-6-3.jpg
452-9,1176.6265504461965,5,50,2.0,15.0,38,902,946,52751,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/452-9.jpg
446-3-2,865.2935059634543,3,17,7.0,11.0,25,550,571,41984,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/446-3-2.jpg
454-53-4,883.0386719675149,1,12,3.0,9.5,18,419,766,30564,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-53-4.jpg
454-53,884.2102448427686,6,92,4.0,13.0,31,391,749,39092,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-53.jpg
451-10-1,638.6467529817266,2,21,7.0,15.5,44,582,377,26759,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-10-1.jpg
454-55-2,769.0437226013976,1,12,4.0,12.0,51,509,693,31021,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-55-2.jpg
454-67-3,1111.1269837220832,0,14,1.0,7.5,21,300,1027,25204,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-67-3.jpg
454-61,867.2497833620564,6,16,2.0,14.0,43,751,804,29862,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-61.jpg
991-10,817.0904037956225,1,32,6.0,15.5,35,523,753,65786,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/991-10.jpg
454-59-4,1081.2001435750035,3,17,3.5,16.0,65,525,558,41027,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-59-4.jpg
454-61-1,856.4284989122475,2,7,2.0,8.5,23,681,837,24042,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-61-1.jpg
453-7,581.5168106668159,2,37,5.0,13.0,30,377,414,30325,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/453-7.jpg
454-60,1190.3107499061568,8,58,4.0,16.0,37,868,1011,84545,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-60.jpg
454-64-2,1305.2001435750033,6,20,8.0,24.0,109,1172,623,78628,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-64-2.jpg
454-50(2)-3,1176.9818895055244,3,30,6.0,12.5,28,870,784,58873,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-50(2)-3.jpg
454-61-2,1111.4987001723407,2,21,2.0,8.5,30,874,754,24256,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-61-2.jpg
454-53-1,911.5483399593936,2,21,4.0,9.0,24,442,771,32100,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-53-1.jpg
453-7-1,391.09545442950537,1,28,4.0,10.0,21,339,402,24804,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/453-7-1.jpg
454-49-3,1465.599205235729,1,13,2.0,7.5,21,921,1015,37877,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-49-3.jpg
454-64,1517.8124086713256,1,60,7.5,16.5,53,1227,643,69691,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-64.jpg
452-9-4,1378.094587877733,3,13,3.0,12.0,39,852,1174,54492,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/452-9-4.jpg
991-9-2,143.58073580374352,0,10,2.0,3.0,6,168,129,2342,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/991-9-2.jpg
454-62-1,1013.2295808265259,1,18,3.0,9.5,52,465,755,23640,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-62-1.jpg
454-66-3,1119.2001435750033,6,38,2.0,16.5,47,647,854,37495,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-66-3.jpg
454-57-3,977.5260453828084,6,23,5.0,16.0,50,976,603,26303,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-57-3.jpg
453-7-3,414.3086578651018,1,25,4.0,9.5,27,335,385,22883,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/453-7-3.jpg
454-52-3,919.3940110268422,2,26,5.0,12.0,42,571,790,57300,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-52-3.jpg
451-10,586.6417023478442,6,51,7.0,16.0,62,672,386,31267,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-10.jpg
454-63-3,1118.1858582251284,3,11,3.0,8.0,56,600,1034,41363,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-63-3.jpg
991-9-3,130.63961030678922,0,3,2.0,3.0,6,102,127,1832,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/991-9-3.jpg
447-4,644.2935059634543,1,36,6.0,12.0,47,502,596,44112,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/447-4.jpg
454-52-4,1233.2295808265264,4,17,4.0,10.5,83,377,785,51062,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-52-4.jpg
454-49-4,1036.4995667241135,1,7,2.0,8.0,17,303,915,29966,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-49-4.jpg
446-3-4,786.9747468305865,2,16,6.0,10.5,24,509,600,38833,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/446-3-4.jpg
451-13-1,707.1858582251284,1,20,3.0,8.5,19,347,638,27669,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-13-1.jpg
454-58-2,964.3788591251948,4,25,5.0,12.5,34,820,921,57801,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-58-2.jpg
454-66,1269.5849198858539,9,64,1.0,15.0,35,575,1007,42260,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-66.jpg
454-64-3,1171.4133470105999,6,20,6.0,20.5,58,1020,629,62306,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-64-3.jpg
454-53-3,1010.7321061434674,4,21,4.0,8.0,24,447,814,32392,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-53-3.jpg
451-14-1,342.6639969244295,2,13,3.0,8.5,41,490,328,13303,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-14-1.jpg
454-50(2),868.5361466505733,7,55,5.0,14.0,39,711,742,53827,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-50(2).jpg
447-5-4,828.3919189857877,0,16,5.0,10.0,22,417,796,43360,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/447-5-4.jpg
454-65-3,817.7615433949902,1,15,2.0,9.0,19,622,642,23199,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-65-3.jpg
454-53-2,915.6366517139619,1,17,3.0,10.0,21,427,806,32133,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-53-2.jpg
454-56-4,1044.2741699796966,2,33,4.0,9.0,20,335,972,38799,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-56-4.jpg
454-60-1,1244.3696244092023,6,28,4.0,14.0,34,990,1203,87729,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-60-1.jpg
451-12-3,1224.9209229614237,1,18,3.0,10.0,45,545,955,37372,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-12-3.jpg
451-13-3,623.5218613006984,0,22,3.0,8.5,24,314,602,27545,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-13-3.jpg
451-11,505.10259710444274,4,80,3.0,13.0,44,415,433,18003,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-11.jpg
454-64-4,1383.881384442136,7,16,7.0,22.5,100,1142,725,74594,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-64-4.jpg
454-66-2,933.1513703397231,8,30,3.0,15.5,45,903,866,38654,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-66-2.jpg
451-11-3,598.333044482742,3,51,3.0,13.0,39,375,382,14269,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-11-3.jpg
454-50,1048.347329832617,4,47,4.0,12.0,39,435,859,54125,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-50.jpg
451-11-2,461.04877323527984,2,21,3.0,8.5,19,200,384,12641,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-11-2.jpg
451-13-4,789.7615433949901,0,12,2.0,5.0,9,497,622,23942,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-13-4.jpg
454-63-1,1061.6467529817269,3,30,2.0,9.0,30,401,981,31683,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-63-1.jpg
454-57-2,914.8965363437841,4,17,5.0,15.5,51,683,402,21827,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-57-2.jpg
454-62-3,1030.4204896855372,2,10,3.0,7.5,29,536,683,23951,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-62-3.jpg
454-59,1278.959594928939,4,58,2.0,18.0,40,838,750,45333,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-59.jpg
991-10-4,910.3940110268423,2,25,7.0,11.5,28,458,728,56730,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/991-10-4.jpg
453-6,1003.2417741353461,8,93,7.0,20.5,55,1049,779,87836,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/453-6.jpg
451-11-1,471.41630560342765,3,31,3.0,12.0,27,424,401,13465,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-11-1.jpg
454-62,624.2051942088858,2,121,3.0,11.5,50,767,601,21601,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-62.jpg
991-9-1,128.88225099390846,0,3,2.0,3.5,6,108,122,1848,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/991-9-1.jpg
454-56-3,1076.0731598529203,2,25,3.0,8.0,32,335,1000,38710,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-56-3.jpg
454-49-2,1205.8843430349639,0,9,2.0,6.0,17,291,1133,32338,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-49-2.jpg
451-10-4,630.5634918610414,4,17,4.0,14.5,66,662,361,23711,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-10-4.jpg
454-62-2,778.2935059634543,0,15,3.0,8.0,34,454,672,21505,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-62-2.jpg
454-63-4,1108.6538956566644,1,9,3.0,9.0,40,445,1014,37463,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-63-4.jpg
454-62-4,1002.4305909533026,3,16,3.0,10.5,25,513,692,24888,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-62-4.jpg
454-54-2,1100.5088014401056,2,25,6.0,10.0,23,578,826,46430,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-54-2.jpg
453-6-1,1029.0458146424523,9,26,7.0,18.5,48,967,757,77444,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/453-6-1.jpg
452-9-1,1414.763635436045,5,14,2.0,12.5,40,993,959,48697,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/452-9-1.jpg
454-59-2,1042.092495836678,4,24,5.0,13.5,66,538,434,34639,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-59-2.jpg
454-49,923.1076477383253,3,30,2.0,11.0,23,437,908,28923,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-49.jpg
454-54,1009.999133448227,3,50,5.0,11.5,27,562,793,46407,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-54.jpg
454-57-4,813.7787873376926,3,25,6.0,12.5,26,470,422,22957,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-57-4.jpg
454-60-3,1259.3990616607248,7,38,4.0,14.5,35,815,1146,85370,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-60-3.jpg
454-50(2)-2,1009.3250352560319,4,30,6.0,12.0,26,852,787,60079,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-50(2)-2.jpg
454-55-4,709.4163056034275,2,14,4.0,12.0,40,556,678,30034,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-55-4.jpg
452-9-3,1408.1139238614899,3,16,3.0,9.0,22,1299,1141,48570,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/452-9-3.jpg
454-54-3,1032.986940139407,2,23,5.0,8.0,20,518,840,44328,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-54-3.jpg
446-3-1,1012.6782822743047,3,51,9.0,15.0,78,1021,553,48608,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/446-3-1.jpg
446-3-3,1135.555482634331,4,21,8.0,13.5,55,898,601,51892,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/446-3-3.jpg
453-7-2,471.03152929257715,1,15,6.0,11.0,28,306,397,26515,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/453-7-2.jpg
451-14,445.2203461105336,3,55,3.0,12.0,36,501,347,16367,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-14.jpg
454-50-2,1306.4448763031776,2,48,6.0,9.5,37,961,996,62941,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-50-2.jpg
454-52-1,999.5016587651683,3,48,5.0,13.5,40,646,815,57599,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-52-1.jpg
447-5-1,1098.5260453828084,1,24,4.0,9.5,21,613,891,46011,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/447-5-1.jpg
454-56-1,1113.9015869776663,2,12,3.0,8.5,20,339,971,37679,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-56-1.jpg
454-55,783.3452377915619,6,65,5.0,13.5,51,817,716,34677,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-55.jpg
454-67-1,1211.489465456348,3,13,2.0,7.0,18,416,1067,29052,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-67-1.jpg
991-10-2,875.9797974644694,3,24,6.0,12.0,36,437,749,58337,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/991-10-2.jpg
454-54-1,1022.011326757047,2,24,5.0,9.5,23,938,840,44411,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-54-1.jpg
991-10-1,854.4335495461303,1,35,6.0,12.5,34,530,766,61051,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/991-10-1.jpg
453-7-4,483.1442276647853,1,15,5.0,10.5,24,313,398,26867,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/453-7-4.jpg
451-12-2,1466.7190462828746,2,10,3.0,7.0,22,1002,1050,40874,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-12-2.jpg
452-9-2,1368.2072862499413,2,23,3.0,10.5,29,884,1139,49286,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/452-9-2.jpg
454-54-4,1021.6559876977195,1,20,6.0,9.5,18,526,796,45700,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-54-4.jpg
454-61-4,997.1017305526701,3,8,2.0,8.0,21,786,704,22773,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-61-4.jpg
453-6-4,1113.8132752230981,5,32,5.0,13.5,34,722,1031,77174,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/453-6-4.jpg
447-4-2,718.3523804664994,2,25,6.0,11.0,27,373,581,46590,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/447-4-2.jpg
454-65,813.246824769229,3,39,3.0,11.5,37,683,591,27597,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-65.jpg
447-5-2,1001.3158005400394,1,15,5.0,9.0,26,416,931,49890,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/447-5-2.jpg
454-57-1,1247.981889505524,2,19,6.0,15.5,70,889,420,22278,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-57-1.jpg
454-56-2,1096.9848480983517,3,19,4.0,9.5,27,400,1012,41660,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-56-2.jpg
454-67-4,1101.617315730204,2,21,2.0,9.0,22,180,1009,27166,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-67-4.jpg
454-52,931.7737367038102,5,71,6.0,14.0,32,609,832,67984,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-52.jpg
454-57,991.1585130146602,3,24,6.0,14.5,74,898,405,22185,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-57.jpg
454-58-1,988.2863632885167,1,23,5.0,12.5,39,641,923,60821,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-58-1.jpg
454-63,1027.5189027078707,4,73,4.0,14.5,67,762,432,25922,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-63.jpg
454-56,1126.256926036994,2,53,3.0,11.0,34,313,978,37511,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-56.jpg
454-58-4,1022.0142853498745,3,28,5.0,12.5,33,567,930,60771,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-58-4.jpg
454-63-2,1129.856997824496,3,19,3.0,9.5,71,826,941,39535,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-63-2.jpg
454-50(2)-1,894.1879502661834,3,35,6.0,11.0,23,833,791,52056,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-50(2)-1.jpg
451-11-4,662.4457428549505,3,26,3.0,9.0,17,241,405,14441,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-11-4.jpg
454-67-2,1251.6244584051415,1,19,2.0,9.5,28,372,1107,32173,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-67-2.jpg
454-65-2,843.4894654563483,0,18,2.0,8.0,25,485,631,22290,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-65-2.jpg
447-4-4,759.5361466505734,2,19,6.0,10.5,36,377,574,47196,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/447-4-4.jpg
451-14-2,353.279220613579,0,15,4.0,10.5,27,465,320,15014,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-14-2.jpg
